customer_id,contract_type,monthly_charges,tenure,total_charges,Churn,charge_change_proxy,tickets_last_7_days,tickets_last_30_days,tickets_last_90_days,complaint_ticket,negative_ratio,sentiment_score_mean,ticket_type_count_billing,ticket_type_count_complaint,ticket_type_count_general,ticket_type_count_service_request,ticket_type_count_technical,mean_days_between_tickets
1309-BXVOQ,Month-to-month,106.1,21,2249.95,Yes,-1.0404761904761841,0.0,0.0,6.0,1.0,0.6666666666666666,-0.5,2.0,3.0,0.0,1.0,0.0,7.400000000011574
6728-VOIFY,One year,96.0,63,6109.75,No,-0.9801587301587347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9317-WZPGV,Month-to-month,79.75,2,159.4,Yes,0.04999999999999716,1.0,3.0,7.0,1.0,0.8571428571428571,-0.8571428571428571,2.0,3.0,0.0,2.0,0.0,11.16666666673804
4891-NLUBA,Two year,61.45,61,3751.15,No,-0.044262295081964,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
2856-HYAPG,Month-to-month,68.65,1,68.65,Yes,0.0,1.0,2.0,7.0,1.0,0.42857142857142855,-0.2857142857142857,1.0,2.0,0.0,2.0,2.0,9.833333333302468
8969-PRHFK,One year,19.65,18,411.25,No,-3.197222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0661-KQHNK,One year,19.0,6,105.5,No,1.4166666666666679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8709-KRDVL,Month-to-month,100.0,33,3320.6,No,-0.6242424242424249,0.0,1.0,2.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,49.00000000009259
4488-PSYCG,Month-to-month,20.25,16,327.45,Yes,-0.2156249999999993,0.0,1.0,4.0,1.0,0.5,-0.25,0.0,3.0,0.0,1.0,0.0,20.999999999949843
1427-VERSM,Month-to-month,98.7,56,5669.5,No,-2.5410714285714278,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9801-NOSHQ,One year,19.8,23,465.45,No,-0.43695652173913047,0.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
6339-YPSAH,Month-to-month,73.8,9,704.3,No,-4.455555555555549,0.0,1.0,2.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,68.00000000008102
3621-CEOVK,Month-to-month,100.2,14,1369.8,Yes,2.357142857142861,0.0,1.0,7.0,1.0,0.5714285714285714,-0.2857142857142857,1.0,5.0,0.0,0.0,1.0,11.500000000030864
6906-ANDWJ,Month-to-month,74.9,15,1107.25,Yes,1.0833333333333428,1.0,2.0,8.0,1.0,0.875,-0.75,1.0,4.0,1.0,2.0,0.0,11.714285714227845
2159-TURXX,Month-to-month,20.05,5,95.55,No,0.9400000000000013,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,37.99999999990741
1548-FEHVL,Month-to-month,106.2,61,6375.2,No,1.6885245901639365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3795-CAWEX,Two year,116.55,70,8152.3,No,0.08857142857142719,0.0,1.0,3.0,1.0,0.0,0.3333333333333333,1.0,2.0,0.0,0.0,0.0,33.99999999993055
6215-NQCPY,Month-to-month,99.7,15,1566.75,No,-4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5647-URDKA,Two year,19.7,8,130.25,No,3.4187499999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229-DPMBI,Two year,19.5,8,162.15,No,-0.7687500000000007,0.0,0.0,3.0,1.0,0.3333333333333333,-0.3333333333333333,0.0,1.0,1.0,0.0,1.0,17.499999999924768
9626-WEQRM,Month-to-month,29.15,4,110.05,No,1.6374999999999993,1.0,1.0,3.0,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.0,1.0,1.0,1.0,32.99999999997685
2188-SXWVT,One year,55.0,34,1885.15,No,-0.4455882352941174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6258-PVZWJ,Two year,90.8,68,6302.85,No,-1.8889705882352956,0.0,2.0,2.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,11.99999999991898
1094-BKOSX,One year,51.0,45,2264.5,No,0.6777777777777771,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,20.000000000034724
6969-MVBAI,Month-to-month,90.1,9,816.8,No,-0.6555555555555515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2978-XXSOG,Month-to-month,59.05,22,1253.5,No,2.0727272727272705,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2342-CKIAO,Month-to-month,20.3,2,41.2,No,-0.3000000000000007,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6953-PBDIN,Two year,72.95,70,5265.55,No,-2.2721428571428532,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,10.00000000008102
3898-BSJYF,One year,73.55,10,693.3,No,4.219999999999999,0.0,0.0,3.0,1.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,19.499999999971067
3938-YFPXD,Two year,84.3,72,5997.1,No,1.0069444444444429,1.0,2.0,3.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,2.0,0.0,38.00000000006944
7696-AMHOD,One year,78.0,49,3824.2,No,-0.04489795918367179,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,62.00000000009259
2453-SAFNS,One year,72.1,54,3886.05,No,0.13611111111110574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9558-IHEZX,Two year,106.75,71,7283.25,No,4.16901408450704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9617-UDPEU,One year,19.25,22,412.55,No,0.49772727272727124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6340-DACFT,Two year,20.55,50,1070.25,No,-0.8550000000000004,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
4955-VCWBI,One year,20.0,43,817.95,No,0.9779069767441833,0.0,0.0,2.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,25.999999999930555
6813-GZQCG,Two year,24.65,45,1171.3,No,-1.3788888888888877,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,11.500000000046297
7426-GSWPO,Month-to-month,103.5,64,6548.65,No,1.1773437500000057,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,12.500000000063656
3389-KTRXV,Two year,23.85,23,625.65,No,-3.352173913043476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3118-UHVVQ,Two year,25.8,68,1911.5,No,-2.3102941176470573,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,11.999999999895834
1031-IIDEO,Month-to-month,70.85,1,70.85,Yes,0.0,0.0,6.0,8.0,1.0,0.75,-0.75,0.0,6.0,0.0,2.0,0.0,11.428571428602842
5832-XKAES,Month-to-month,69.8,2,134.7,Yes,2.450000000000003,2.0,2.0,10.0,1.0,0.7,-0.6,0.0,5.0,1.0,3.0,1.0,9.33333333332819
3205-MXZRA,One year,59.45,26,1507.0,No,1.488461538461543,0.0,1.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,2.0,1.0,0.0,19.499999999924768
4701-AHWMW,Month-to-month,54.55,55,2978.3,Yes,0.3990909090909014,0.0,2.0,10.0,1.0,0.6,-0.4,2.0,2.0,1.0,4.0,1.0,7.111111111123973
8317-BVKSO,Month-to-month,20.05,14,299.3,No,-1.3285714285714292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5702-KVQRD,Two year,82.55,71,5832.65,No,0.4000000000000057,0.0,1.0,3.0,0.0,0.3333333333333333,0.3333333333333333,2.0,0.0,1.0,0.0,0.0,35.49999999997107
0083-PIVIK,One year,81.25,64,5567.55,No,-5.742968750000003,0.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
9210-IAHGH,Month-to-month,70.75,7,450.8,Yes,6.349999999999994,2.0,2.0,5.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,22.000000000049187
6169-PGNCD,Two year,74.3,57,4166.35,No,1.2061403508771775,0.0,0.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,3.0,0.0,0.0,20.499999999936342
0023-XUOPT,Month-to-month,94.1,13,1215.6,Yes,0.5923076923076991,1.0,2.0,6.0,1.0,0.8333333333333334,-0.8333333333333334,2.0,1.0,2.0,0.0,1.0,14.599999999972223
4592-IWTJI,Month-to-month,29.7,3,91.7,Yes,-0.8666666666666671,0.0,0.0,4.0,1.0,0.25,0.25,1.0,3.0,0.0,0.0,0.0,12.999999999980709
4909-JOUPP,Two year,109.7,72,7898.45,No,-0.000694444444434339,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.999999999930555
4657-FWVFY,Month-to-month,96.35,40,3915.4,No,-1.5350000000000108,0.0,0.0,3.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,2.0,18.50000000004051
2257-BOVXD,Month-to-month,66.6,14,979.5,No,-3.364285714285714,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0
7729-JTEEC,Month-to-month,44.5,2,90.05,No,-0.5249999999999986,1.0,2.0,3.0,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.0,1.0,2.0,0.0,13.500000000086805
7632-MNYOY,One year,110.9,66,7432.05,Yes,-1.7068181818181785,1.0,1.0,5.0,1.0,0.6,-0.4,1.0,1.0,1.0,1.0,1.0,19.249999999982638
6518-LGAOV,Month-to-month,105.0,38,4026.4,Yes,-0.9578947368421069,0.0,1.0,6.0,1.0,0.5,-0.16666666666666666,1.0,3.0,0.0,1.0,1.0,12.200000000011572
7242-QZLXF,Month-to-month,25.3,1,25.3,Yes,0.0,0.0,2.0,4.0,1.0,1.0,-1.0,1.0,2.0,0.0,1.0,0.0,17.333333333352627
4576-CSAJH,One year,55.15,22,1193.05,Yes,0.9204545454545467,1.0,3.0,6.0,1.0,0.6666666666666666,-0.5,1.0,5.0,0.0,0.0,0.0,15.199999999990741
1000-AJSLD,Month-to-month,20.1,1,20.1,Yes,0.0,1.0,2.0,6.0,1.0,0.6666666666666666,-0.5,1.0,2.0,1.0,2.0,0.0,16.00000000001157
9696-RMYBA,Month-to-month,80.1,5,398.55,No,0.38999999999998636,0.0,1.0,2.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,67.9999999999074
8690-UPCZI,One year,69.05,29,1958.45,No,1.5172413793103345,0.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,14.000000000104167
1062-LHZOD,Month-to-month,69.9,1,69.9,Yes,0.0,0.0,2.0,9.0,1.0,0.3333333333333333,0.0,0.0,6.0,1.0,0.0,2.0,9.124999999971065
9770-LXDBK,Month-to-month,20.4,3,63.15,No,-0.6500000000000021,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4086-WITJG,Two year,19.7,71,1301.1,No,1.3746478873239454,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8344-WFMFH,Month-to-month,50.1,9,484.05,No,-3.68333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9600-NAXZN,Month-to-month,101.4,43,4528.0,Yes,-3.9023255813953455,1.0,6.0,10.0,1.0,0.5,-0.3,1.0,6.0,1.0,2.0,0.0,8.777777777771348
8822-KNBHV,One year,83.45,48,3887.85,No,2.453125,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.00000000008102
8404-FYDIB,Month-to-month,86.65,26,2208.75,No,1.6980769230769255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2791-SFVEW,Month-to-month,20.15,9,238.15,No,-6.311111111111114,0.0,0.0,3.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,7.000000000046296
6457-USBER,Month-to-month,80.8,1,80.8,Yes,0.0,1.0,4.0,9.0,1.0,0.6666666666666666,-0.4444444444444444,2.0,6.0,0.0,0.0,1.0,7.249999999947916
6762-NSODU,Two year,19.4,46,958.15,No,-1.429347826086957,0.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
4662-EKDPQ,Month-to-month,62.05,2,118.3,Yes,2.8999999999999986,0.0,2.0,7.0,1.0,0.7142857142857143,-0.5714285714285714,1.0,3.0,1.0,2.0,0.0,11.833333333306328
9248-OJYKK,Month-to-month,76.45,1,76.45,Yes,0.0,0.0,2.0,7.0,1.0,0.42857142857142855,0.0,2.0,2.0,2.0,1.0,0.0,13.000000000021217
9888-ZCUMM,Two year,60.05,64,3845.45,No,-0.03515625,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,30.999999999953705
3398-FSHON,Month-to-month,91.3,12,1094.5,Yes,0.09166666666666856,0.0,5.0,8.0,1.0,0.75,-0.5,1.0,5.0,1.0,1.0,0.0,10.285714285691137
3319-DWOEP,Month-to-month,95.75,6,573.75,Yes,0.125,1.0,3.0,6.0,1.0,0.6666666666666666,-0.5,0.0,2.0,2.0,0.0,2.0,11.600000000025464
1074-WVEVG,One year,20.35,59,1267.0,No,-1.124576271186438,0.0,0.0,3.0,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,1.0,2.0,13.499999999959488
9979-RGMZT,One year,94.05,7,633.45,No,3.55714285714285,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.99999999990741
6437-UDQJM,Two year,84.1,72,6129.65,No,-1.03402777777778,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1226-IENZN,Month-to-month,78.75,16,1218.25,No,2.609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108-GLPQB,Month-to-month,55.55,25,1405.3,No,-0.661999999999999,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
9259-PACGQ,Month-to-month,62.65,34,2274.9,Yes,-4.258823529411764,0.0,2.0,10.0,1.0,0.8,-0.8,1.0,5.0,2.0,0.0,2.0,7.999999999942129
4415-IJZTP,Month-to-month,74.5,1,74.5,Yes,0.0,0.0,3.0,4.0,1.0,0.5,-0.25,0.0,2.0,1.0,0.0,1.0,15.666666666647377
1465-VINDH,Month-to-month,102.1,10,1068.85,Yes,-4.784999999999997,0.0,2.0,8.0,1.0,0.5,-0.25,0.0,5.0,1.0,1.0,1.0,8.428571428621032
5474-LAMUQ,One year,20.1,24,533.9,No,-2.145833333333332,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.999999999907407
3468-DRVQJ,One year,70.3,10,676.15,No,2.6850000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122-YJBCS,One year,53.65,69,3804.4,No,-1.4862318840579718,0.0,0.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,15.50000000008102
4990-ALDGW,Two year,20.75,57,1118.8,No,1.1219298245614056,0.0,1.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.0,2.0,0.0,1.0,40.000000000081016
4816-OKWNX,One year,103.4,50,5236.4,No,-1.3279999999999887,0.0,0.0,3.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,19.500000000046295
3315-IKYZQ,One year,50.8,28,1386.8,No,1.2714285714285722,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.99999999991898
2810-FTLEM,Month-to-month,50.15,16,762.25,Yes,2.5093749999999986,0.0,3.0,7.0,1.0,0.42857142857142855,-0.14285714285714285,1.0,4.0,1.0,0.0,1.0,10.666666666655093
4747-LCAQL,Month-to-month,79.0,25,1902.0,No,2.9200000000000017,1.0,2.0,3.0,0.0,0.6666666666666666,-0.3333333333333333,1.0,0.0,1.0,0.0,1.0,32.999999999918984
3411-WLRSQ,Month-to-month,74.6,3,239.05,No,-5.083333333333343,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0898-XCGTF,One year,96.5,61,5673.7,No,3.4885245901639337,0.0,0.0,2.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,31.000000000092594
8006-PYCSW,Month-to-month,20.1,2,39.8,No,0.20000000000000284,0.0,0.0,2.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,23.999999999907406
8249-THVEC,One year,19.4,51,997.75,No,-0.16372549019607874,0.0,1.0,3.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,17.999999999953705
8722-PRFDV,Two year,77.55,71,5574.35,No,-0.9619718309859167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164-SOQXL,Month-to-month,20.05,20,406.05,No,-0.2525000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4020-KIUDI,Month-to-month,19.85,6,138.85,No,-3.2916666666666643,0.0,1.0,3.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,30.50000000003472
5850-BDWCY,Month-to-month,20.2,6,123.65,No,-0.408333333333335,0.0,1.0,3.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,19.50000000008102
2038-YSEZE,Month-to-month,67.45,29,1801.1,No,5.343103448275869,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,7.499999999971065
0827-ITJPH,Two year,18.55,36,689.0,No,-0.5888888888888886,0.0,0.0,2.0,0.0,0.5,-0.5,2.0,0.0,0.0,0.0,0.0,21.000000000092594
8799-OXZMD,Month-to-month,29.75,28,790.7,No,1.5107142857142826,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1925-TIBLE,Month-to-month,86.5,7,582.5,Yes,3.285714285714292,0.0,2.0,7.0,1.0,0.8571428571428571,-0.8571428571428571,1.0,4.0,1.0,0.0,1.0,7.9999999999807105
1705-GUHPV,Two year,24.2,63,1618.2,No,-1.4857142857142875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4779-ZGICK,Two year,23.55,48,1173.35,No,-0.8947916666666629,0.0,0.0,3.0,0.0,0.6666666666666666,-0.3333333333333333,0.0,0.0,0.0,1.0,2.0,14.999999999971067
0048-PIHNL,One year,20.45,49,900.9,No,2.064285714285713,0.0,1.0,2.0,0.0,0.5,-0.5,1.0,0.0,0.0,1.0,0.0,57.00000000009259
0818-OCPZO,Month-to-month,81.45,27,2122.05,Yes,2.8555555555555543,1.0,2.0,6.0,1.0,0.8333333333333334,-0.8333333333333334,0.0,1.0,1.0,2.0,2.0,15.000000000011571
3967-KXAPS,Two year,92.3,72,6719.9,No,-1.0319444444444485,0.0,1.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,6.999999999907408
1447-GIQMR,Month-to-month,69.15,1,69.15,Yes,0.0,1.0,3.0,10.0,1.0,0.5,-0.2,1.0,3.0,3.0,1.0,2.0,8.999999999958847
3704-IEAXF,Two year,53.65,72,3784.0,No,1.0944444444444414,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6810-VCAEX,One year,39.65,47,1798.65,No,1.3808510638297804,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.000000000081016
0674-EYYZV,Month-to-month,54.65,1,54.65,No,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,18.999999999907406
4480-MBMLB,One year,104.8,36,3886.45,No,-3.1569444444444485,1.0,1.0,2.0,0.0,0.5,-0.5,0.0,0.0,1.0,1.0,0.0,65.99999999991898
1395-OFUWC,Month-to-month,29.3,43,1224.05,No,0.833720930232559,0.0,0.0,2.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,11.000000000092593
0822-QGCXA,Month-to-month,83.85,27,2310.2,No,-1.712962962962962,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,31.999999999965276
0872-NXJYS,Month-to-month,79.55,9,723.4,Yes,-0.8277777777777828,0.0,2.0,6.0,1.0,0.6666666666666666,-0.5,1.0,1.0,0.0,4.0,0.0,14.200000000011574
2832-KJCRD,Month-to-month,103.65,38,3988.5,No,-1.310526315789474,0.0,0.0,3.0,0.0,0.6666666666666666,-0.6666666666666666,1.0,0.0,1.0,1.0,0.0,12.500000000028933
3588-WSTTJ,Month-to-month,99.05,35,3554.6,No,-2.510000000000005,0.0,1.0,3.0,1.0,0.6666666666666666,-0.6666666666666666,0.0,1.0,1.0,1.0,0.0,13.999999999971063
5090-EMGTC,Two year,100.05,59,6034.85,No,-2.2355932203389983,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2346-CZYIL,Two year,20.35,27,531.6,No,0.6611111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3798-EPWRR,Month-to-month,43.95,2,85.1,No,1.4000000000000057,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6258-NGCNG,Month-to-month,23.5,7,173.0,No,-1.2142857142857153,0.0,0.0,2.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,22.99999999991898
4186-ZBUEW,One year,70.7,36,2511.95,No,0.9236111111111143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5274-XHAKY,Month-to-month,94.3,41,3893.6,No,-0.6658536585365908,0.0,2.0,3.0,0.0,0.6666666666666666,-0.6666666666666666,0.0,0.0,0.0,1.0,2.0,12.499999999965278
1442-BQPVU,Month-to-month,29.15,13,357.15,No,1.676923076923078,0.0,1.0,2.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,73.99999999989583
3978-YNKDD,Two year,20.85,19,467.5,No,-3.755263157894735,0.0,1.0,2.0,0.0,0.5,-0.5,2.0,0.0,0.0,0.0,0.0,50.00000000010417
4940-KHCWD,Two year,37.7,60,2288.7,No,-0.4449999999999932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9412-ARGBX,Two year,95.5,48,4627.85,Yes,-0.9135416666666742,1.0,4.0,9.0,1.0,0.4444444444444444,-0.2222222222222222,1.0,3.0,2.0,2.0,1.0,9.999999999979744
1389-CXMLU,Month-to-month,91.05,3,289.1,Yes,-5.316666666666677,0.0,0.0,4.0,1.0,0.75,-0.5,1.0,1.0,0.0,1.0,1.0,13.000000000030864
9589-ABEPT,Two year,92.45,69,6460.55,No,-1.181159420289859,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,1.0,1.0,27.999999999918984
9388-ZEYVT,One year,44.15,43,1931.3,No,-0.7639534883720955,0.0,1.0,3.0,1.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,24.999999999918984
0305-SQECB,One year,36.05,11,402.6,No,-0.5500000000000043,0.0,0.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,3.0,0.0,15.99999999991898
7605-SNLQG,Month-to-month,50.25,45,2221.55,No,0.882222222222218,0.0,0.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,2.0,0.0,11.499999999953703
4670-TABXH,Two year,109.75,72,7758.9,No,1.9875000000000114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5561-NWEVX,Month-to-month,79.2,2,172.85,Yes,-7.224999999999994,0.0,1.0,8.0,1.0,0.5,-0.25,1.0,3.0,2.0,2.0,0.0,10.428571428614418
0064-SUDOG,Two year,20.3,12,224.5,No,1.5916666666666686,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,61.00000000009259
8561-NMTBD,One year,112.35,67,7388.45,No,2.0746268656716325,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5161-XEUVX,Two year,94.3,37,3460.95,No,0.7608108108108098,0.0,1.0,3.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,21.00000000003472
8292-FRFZQ,One year,41.15,39,1700.9,No,-2.462820512820514,0.0,1.0,2.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,35.00000000006945
8591-NXRCV,Month-to-month,74.65,41,3090.65,No,-0.7317073170731732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7895-VONWT,Month-to-month,48.25,25,1293.8,No,-3.5019999999999953,0.0,1.0,2.0,0.0,0.5,-0.5,1.0,0.0,0.0,0.0,1.0,67.00000000008102
4526-RMTLL,Two year,76.15,8,645.8,No,-4.574999999999989,0.0,1.0,3.0,1.0,0.0,0.3333333333333333,2.0,1.0,0.0,0.0,0.0,30.500000000069445
6253-GNHWH,Two year,71.1,71,5224.95,No,-2.4908450704225373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4566-NECEV,Month-to-month,96.55,5,500.1,No,-3.470000000000013,0.0,1.0,3.0,1.0,0.6666666666666666,-0.6666666666666666,1.0,1.0,0.0,1.0,0.0,40.500000000034724
8080-POTJR,One year,79.3,30,2427.1,No,-1.6033333333333388,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6906-MPARY,One year,89.6,40,3488.15,No,2.396249999999995,2.0,2.0,3.0,1.0,0.6666666666666666,-0.3333333333333333,0.0,1.0,2.0,0.0,0.0,15.999999999936344
3662-FXJFO,Two year,20.5,54,1035.7,No,1.3203703703703695,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8107-RZLNV,Two year,106.3,72,7565.35,No,1.2256944444444429,0.0,1.0,2.0,0.0,0.5,-0.5,1.0,0.0,1.0,0.0,0.0,47.99999999993055
0516-OOHAR,One year,100.35,28,2799.0,No,0.3857142857142861,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.999999999907406
2027-CWDNU,Month-to-month,85.6,18,1601.5,No,-3.3722222222222342,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2737-WFVYW,Month-to-month,45.25,2,85.5,Yes,2.5,0.0,1.0,5.0,1.0,0.4,-0.4,0.0,5.0,0.0,0.0,0.0,19.750000000014467
9912-OMZDS,One year,106.15,59,6256.2,No,0.1127118644067906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
